366,540,C4
15,539,C1
97,539,C1
249,539,C3
89,538,C1
4,537,C1
199,537,C3
228,537,C3
93,536,C1
284,536,C4
318,535,C4
438,535,C5
450,534,C5
379,533,C5
382,533,C5
103,532,C2
215,532,C3
260,532,C3
357,532,C4
444,532,C5
54,531,C1
191,531,C3
312,530,C4
456,528,C5
189,527,C3
315,527,C4
69,526,C1
84,526,C1
232,526,C3
207,525,C3
1,524,C1
122,524,C2
125,524,C2
131,524,C2
171,524,C2
257,524,C3
370,523,C4
22,522,C1
275,522,C3
420,522,C5
373,521,C4
212,520,C3
218,520,C3
25,519,C1
383,519,C5
287,518,C4
325,518,C4
143,517,C2
156,516,C2
55,515,C1
446,514,C5
86,513,C1
349,513,C4
406,512,C5
372,510,C4
447,510,C5
393,509,C5
421,509,C5
28,508,C1
46,508,C1
81,508,C1
113,508,C2
222,508,C3
433,508,C5
235,507,C3
297,507,C4
441,507,C5
458,507,C5
314,506,C4
376,506,C5
17,505,C1
39,505,C1
208,505,C3
343,505,C4
195,504,C3
334,504,C4
424,504,C5
214,503,C3
167,501,C2
271,500,C3
66,498,C1
116,498,C2
133,498,C2
134,498,C2
193,498,C3
326,498,C4
411,498,C5
465,498,C5
192,497,C3
78,496,C1
142,496,C2
152,496,C2
153,496,C2
91,495,C1
7,494,C1
52,494,C1
166,494,C2
40,492,C1
198,492,C3
330,491,C4
333,491,C4
432,490,C5
454,490,C5
329,489,C4
221,488,C3
274,488,C3
290,486,C4
88,485,C1
262,485,C3
342,485,C4
110,484,C2
197,484,C3
71,483,C1
140,483,C2
179,483,C2
375,483,C5
14,481,C1
144,481,C2
301,481,C4
336,481,C4
155,480,C2
256,480,C3
280,480,C4
445,480,C5
70,479,C1
185,479,C2
245,479,C3
387,479,C5
402,477,C5
147,476,C2
48,475,C1
160,475,C2
273,475,C3
362,475,C4
31,474,C1
42,474,C1
129,473,C2
407,473,C5
41,472,C1
43,471,C1
408,471,C5
316,469,C4
121,468,C2
428,468,C5
264,467,C3
359,467,C4
9,466,C1
158,466,C2
238,466,C3
392,464,C5
431,464,C5
327,462,C4
229,461,C3
65,460,C1
259,460,C3
281,460,C4
282,460,C4
178,459,C2
187,458,C2
377,455,C5
419,454,C5
96,453,C1
321,453,C4
0,452,C1
62,452,C1
226,452,C3
384,452,C5
138,451,C2
98,450,C2
347,450,C4
354,449,C4
416,449,C5
109,447,C2
159,447,C2
292,447,C4
77,446,C1
172,445,C2
196,445,C3
135,444,C2
141,444,C2
239,443,C3
12,442,C1
21,442,C1
115,442,C2
165,442,C2
205,442,C3
183,441,C2
409,441,C5
418,441,C5
466,441,C5
217,440,C3
174,439,C2
90,438,C1
220,438,C3
180,437,C2
331,437,C4
398,437,C5
457,437,C5
472,435,C5
157,433,C2
201,432,C3
302,432,C4
176,431,C2
203,431,C3
139,430,C2
266,430,C3
352,429,C4
44,428,C1
94,428,C1
468,427,C5
261,426,C3
291,424,C4
75,423,C1
324,423,C4
6,422,C1
11,422,C1
51,422,C1
295,422,C4
414,421,C5
35,420,C1
32,416,C1
38,414,C1
313,414,C4
459,412,C5
163,411,C2
119,410,C2
58,409,C1
286,408,C4
184,407,C2
250,407,C3
33,406,C1
460,403,C5
20,402,C1
234,401,C3
442,400,C5
27,399,C1
107,398,C2
117,397,C2
175,397,C2
471,396,C5
253,395,C3
429,394,C5
344,393,C4
335,392,C4
164,391,C2
186,391,C2
247,389,C3
356,389,C4
317,388,C4
45,387,C1
194,387,C3
283,383,C4
298,383,C4
306,383,C4
378,383,C5
68,382,C1
346,382,C4
367,381,C4
99,380,C2
136,379,C2
177,379,C2
149,378,C2
210,377,C3
350,377,C4
225,376,C3
323,376,C4
123,375,C2
452,375,C5
162,374,C2
206,374,C3
368,374,C4
381,373,C5
13,372,C1
2,371,C1
430,370,C5
435,369,C5
105,368,C2
114,366,C2
405,365,C5
224,364,C3
417,363,C5
462,362,C5
365,357,C4
227,353,C3
304,353,C4
200,351,C3
374,345,C5
248,339,C3
391,338,C5
127,331,C2
161,331,C2
363,330,C4
285,329,C4
74,320,C1
311,318,C4
73,315,C1
305,300,C4
137,297,C2
395,296,C5
353,292,C4
437,278,C5
5,270,C1
426,246,C5
309,224,C4
276,152,C3
